,p_w,p_c,pop_size,Error
0,0.1,2.1,10.0,2136155.904895632
1,0.3,2.1,10.0,2136440.2408804544
2,0.5,2.1,10.0,2136569.8496055147
3,0.7,2.1,10.0,2136786.9764952296
4,0.9,2.1,10.0,2135905.638253132
5,0.9,2.1,10.0,2136128.3233023277
6,0.9,2.1,20.0,2136536.2631177036
7,0.9,2.1,30.0,2135386.4856442353
8,0.9,2.1,40.0,2135653.9512946117
9,0.9,2.1,50.0,2136127.791517138
10,0.9,1.3,30.0,2135538.8468772825
11,0.9,1.5,30.0,2136268.754879755
12,0.9,1.7,30.0,2136630.939159954
13,0.9,1.9,30.0,2135759.609201099
14,0.9,2.1,30.0,2135959.055505033
