,p_w,p_c,pop_size,Error
0,0.1,1.3,30.0,2128142.5627386016
1,0.3,1.3,30.0,2127944.8907130873
2,0.5,1.3,30.0,2127785.5168810287
3,0.7,1.3,30.0,2128211.8892482533
4,0.9,1.3,30.0,2128524.576762333
5,0.5,1.7,10.0,2129599.374674186
6,0.5,1.7,20.0,2129015.748770467
7,0.5,1.7,30.0,2128569.8685441795
8,0.5,1.7,40.0,2128650.242869152
9,0.5,1.7,50.0,2127935.073345114
10,0.5,1.3,50.0,2128106.4388959263
11,0.5,1.5,50.0,2128048.136086665
12,0.5,1.7,50.0,2127649.0601300155
13,0.5,1.9,50.0,2128478.2758625993
14,0.5,2.1,50.0,2128434.3552207043
