,p_c,p_m,pop_size,Error
0,0.95,0.05,40.0,44154.44833898403
1,0.85,0.04,40.0,48242.64909773505
2,0.8,0.05,30.0,52545.473117781934
3,0.8,0.04,10.0,58374.13683242605
4,0.95,0.03,50.0,90959.498457307
5,0.9,0.03,30.0,572096.6987442697
6,0.75,0.02,20.0,1206679.2478374692
7,0.8,0.04,50.0,18717.107533702118
8,0.75,0.02,50.0,32142.978634848812
9,0.9,0.05,40.0,39529.49820455024
