,p_c,p_m,pop_size,Error
0,0.95,0.01,50.0,2098833.7058921987
1,0.95,0.02,50.0,2096913.365758191
2,0.95,0.03,50.0,2095003.1227727649
3,0.95,0.04,50.0,2093264.5774380127
4,0.95,0.05,50.0,2092546.4220879527
5,0.8,0.05,10.0,2102581.6534018973
6,0.8,0.05,20.0,2096443.2382177827
7,0.8,0.05,30.0,2099405.761384465
8,0.8,0.05,40.0,2092845.7844058692
9,0.8,0.05,50.0,2080897.9133673382
10,0.75,0.05,50.0,2094643.9412676154
11,0.8,0.05,50.0,2097453.5244260756
12,0.85,0.05,50.0,2094152.9782527555
13,0.9,0.05,50.0,2092004.2566893368
14,0.95,0.05,50.0,2101834.178247853
