,p_c,p_m,pop_size,Error
0,0.9,0.01,20.0,1594587.6622840455
1,0.9,0.02,20.0,1591651.4893321912
2,0.9,0.03,20.0,1595887.067492662
3,0.9,0.04,20.0,1583944.130144128
4,0.9,0.05,20.0,1591962.3120987888
5,0.85,0.04,10.0,1592603.6679273811
6,0.85,0.04,20.0,1588228.1681021813
7,0.85,0.04,30.0,1591634.848678803
8,0.85,0.04,40.0,1586327.655880237
9,0.85,0.04,50.0,1592152.0048483114
10,0.75,0.04,40.0,1592059.130942196
11,0.8,0.04,40.0,1591539.1816160004
12,0.85,0.04,40.0,1587134.9858123986
13,0.9,0.04,40.0,1588646.0632788716
14,0.95,0.04,40.0,1584800.901162273
