,p_w,p_c,pop_size,Error
0,0.1,1.3,40,2102791.394123061
1,0.3,1.3,40,2105005.2916411427
2,0.5,1.3,40,2103723.7157807336
3,0.7,1.3,40,2102610.4310928816
4,0.9,1.3,40,2104614.023349471
5,0.7,1.3,50,2104267.3813967127
6,0.7,1.5,50,2105190.43363402
7,0.7,1.7,50,2102600.337684208
8,0.7,1.9,50,2100515.9341374985
9,0.7,2.1,50,2102718.3669778197
10,0.7,1.9,10,2104097.484783333
11,0.7,1.9,20,2102484.1927603744
12,0.7,1.9,30,2103544.9656851077
13,0.7,1.9,40,2102963.767952998
14,0.7,1.9,50,2103647.3682839815
