,p_c,p_m,pop_size,Error
0,0.75,0.03,10,2147042.38453795
1,0.8,0.03,10,2146545.858394859
2,0.85,0.03,10,2148068.0422509583
3,0.9,0.03,10,2147741.345817987
4,0.95,0.03,10,2147908.5299803168
5,0.8,0.01,50,2143552.489436429
6,0.8,0.02,50,2144281.274072246
7,0.8,0.03,50,2140187.842330758
8,0.8,0.04,50,2139149.117002412
9,0.8,0.05,50,2143670.3459764994
10,0.8,0.04,10,2145193.152862823
11,0.8,0.04,20,2139515.0137695996
12,0.8,0.04,30,2146967.659419212
13,0.8,0.04,40,2142080.4692562865
14,0.8,0.04,50,2138170.047604955
