,p_c,p_m,pop_size,Error
0,0.75,0.04,10.0,1595393.349850934
1,0.75,0.04,20.0,1589964.2472478065
2,0.75,0.04,30.0,1591706.4127648526
3,0.75,0.04,40.0,1583929.057660628
4,0.75,0.04,50.0,1589457.5580588244
5,0.75,0.01,40.0,1594853.8820390648
6,0.75,0.02,40.0,1593087.6907621524
7,0.75,0.03,40.0,1593753.578247189
8,0.75,0.04,40.0,1587653.828020911
9,0.75,0.05,40.0,1590892.6964027171
10,0.75,0.04,40.0,1590269.5664659042
11,0.8,0.04,40.0,1591678.2355819256
12,0.85,0.04,40.0,1592248.3372679222
13,0.9,0.04,40.0,1586214.0574244142
14,0.95,0.04,40.0,1585923.601128407
