,p_c,p_m,pop_size,Error
0,0.75,0.02,50,2106394.5884463214
1,0.8,0.02,50,2103313.3058858467
2,0.85,0.02,50,2109236.977842139
3,0.9,0.02,50,2107735.6040680837
4,0.95,0.02,50,2105711.2996413955
5,0.8,0.01,10,2110154.794598838
6,0.8,0.02,10,2110314.391213306
7,0.8,0.03,10,2111663.8692157925
8,0.8,0.04,10,2104065.792650877
9,0.8,0.05,10,2108989.1550670164
10,0.8,0.04,10,2103606.750841693
11,0.8,0.04,20,2106017.1692204294
12,0.8,0.04,30,2104175.159690537
13,0.8,0.04,40,2104665.2548532616
14,0.8,0.04,50,2103694.0712792813
