,p_w,p_c,pop_size,Error
0,0.1,1.9,10.0,2149946.004539712
1,0.3,1.9,10.0,2149491.0381778264
2,0.5,1.9,10.0,2148644.7938828673
3,0.7,1.9,10.0,2150001.1859427625
4,0.9,1.9,10.0,2149339.975382757
5,0.5,1.9,10.0,2149442.3433348597
6,0.5,1.9,20.0,2149328.935469525
7,0.5,1.9,30.0,2149387.838209614
8,0.5,1.9,40.0,2149958.476998527
9,0.5,1.9,50.0,2149248.9868759545
10,0.5,1.3,50.0,2148757.439782928
11,0.5,1.5,50.0,2149443.7515312154
12,0.5,1.7,50.0,2149373.7807695363
13,0.5,1.9,50.0,2149648.338466286
14,0.5,2.1,50.0,2148923.6397419753
