,p_w,p_c,pop_size,Error
0,0.1,1.5,40.0,2136238.617820941
1,0.3,1.5,40.0,2136143.010041877
2,0.5,1.5,40.0,2135845.994783097
3,0.7,1.5,40.0,2135775.125970506
4,0.9,1.5,40.0,2135811.4056643243
5,0.7,1.5,10.0,2136515.381578007
6,0.7,1.5,20.0,2135794.738248259
7,0.7,1.5,30.0,2135729.4618015573
8,0.7,1.5,40.0,2136250.948170448
9,0.7,1.5,50.0,2135418.4737599073
10,0.7,1.3,50.0,2136192.5203066734
11,0.7,1.5,50.0,2136438.404866307
12,0.7,1.7,50.0,2135834.825567168
13,0.7,1.9,50.0,2135706.0869687884
14,0.7,2.1,50.0,2136097.6734373183
