,p_c,p_m,pop_size,Error
0,0.95,0.01,10.0,2110226.3370698085
1,0.95,0.02,10.0,2110540.190193854
2,0.95,0.03,10.0,2103070.610013586
3,0.95,0.04,10.0,2104650.954936029
4,0.95,0.05,10.0,2105418.2295971923
5,0.9,0.03,10.0,2104527.825657305
6,0.9,0.03,20.0,2095047.2280083713
7,0.9,0.03,30.0,2104459.965225552
8,0.9,0.03,40.0,2093742.1919842886
9,0.9,0.03,50.0,2102552.4146607085
10,0.75,0.03,40.0,2105855.7296896707
11,0.8,0.03,40.0,2108281.248441174
12,0.85,0.03,40.0,2100740.865296253
13,0.9,0.03,40.0,2103608.6602420458
14,0.95,0.03,40.0,2105726.296735379
