,p_c,p_m,pop_size,Error
0,0.95,0.05,30.0,43881.87880684985
1,0.85,0.05,20.0,49021.670614822295
2,0.95,0.05,40.0,52090.08493651793
3,0.95,0.05,50.0,58277.08915739106
4,0.8,0.05,30.0,91103.7738997821
5,0.95,0.04,40.0,568990.8417290909
6,0.95,0.05,40.0,1202345.8302387148
7,0.8,0.03,30.0,19099.184346727972
8,0.85,0.05,40.0,32093.604637942855
9,0.8,0.03,30.0,39711.46650914439
