,p_c,p_m,pop_size,Error
0,0.8,0.01,50.0,2137712.8990148655
1,0.8,0.02,50.0,2141619.322112726
2,0.8,0.03,50.0,2130753.3595288177
3,0.8,0.04,50.0,2134948.7662234167
4,0.8,0.05,50.0,2134209.266687963
5,0.85,0.03,10.0,2144057.4416344543
6,0.85,0.03,20.0,2138941.842235751
7,0.85,0.03,30.0,2139663.4207349936
8,0.85,0.03,40.0,2135627.360308562
9,0.85,0.03,50.0,2140270.4630660657
10,0.75,0.03,40.0,2138649.9351363434
11,0.8,0.03,40.0,2140073.302765677
12,0.85,0.03,40.0,2137097.6508735907
13,0.9,0.03,40.0,2139048.7077944647
14,0.95,0.03,40.0,2140664.603749625
