,p_c,p_m,pop_size,Error
0,0.95,0.01,40,2098118.3186993035
1,0.95,0.02,40,2095665.3181869271
2,0.95,0.03,40,2094102.868012435
3,0.95,0.04,40,2091751.339254202
4,0.95,0.05,40,2093994.2896492262
5,0.75,0.04,40,2094233.3674659801
6,0.8,0.04,40,2099723.954779027
7,0.85,0.04,40,2085836.2220301381
8,0.9,0.04,40,2096096.002309583
9,0.95,0.04,40,2089850.4112655176
10,0.85,0.04,10,2096057.6861981042
11,0.85,0.04,20,2092661.4683221516
12,0.85,0.04,30,2092313.8541915512
13,0.85,0.04,40,2090669.2141583036
14,0.85,0.04,50,2095289.1647431378
