,p_c,p_m,pop_size,Error
0,0.95,0.04,20.0,42045.27336316318
1,0.75,0.03,50.0,46972.0995719816
2,0.85,0.03,40.0,52235.67664420416
3,0.9,0.05,50.0,54899.24584578937
4,0.9,0.03,30.0,86090.5740325633
5,0.95,0.04,40.0,559418.9663686012
6,0.9,0.02,30.0,1201753.4877446021
7,0.85,0.03,40.0,16872.22619713374
8,0.9,0.03,50.0,31817.366304209303
9,0.85,0.04,40.0,39089.780042618295
