,p_c,p_m,pop_size,Error
0,0.75,0.01,10,2124063.646779155
1,0.75,0.02,10,2116320.585388995
2,0.75,0.03,10,2119423.396054138
3,0.75,0.04,10,2124989.782151434
4,0.75,0.05,10,2121637.7868187176
5,0.75,0.02,20,2125226.124003101
6,0.8,0.02,20,2121930.3687791233
7,0.85,0.02,20,2121696.3833848913
8,0.9,0.02,20,2123437.877696049
9,0.95,0.02,20,2117644.9907036666
10,0.95,0.02,10,2123632.4167823354
11,0.95,0.02,20,2119313.101945577
12,0.95,0.02,30,2120929.0014078594
13,0.95,0.02,40,2116449.133070425
14,0.95,0.02,50,2114408.450418897
