,p_c,p_m,pop_size,Error
0,0.9,0.01,50.0,2106697.197340852
1,0.9,0.02,50.0,2104944.703841055
2,0.9,0.03,50.0,2098402.652991723
3,0.9,0.04,50.0,2102383.2383286534
4,0.9,0.05,50.0,2103678.060188052
5,0.95,0.03,10.0,2104631.5542220525
6,0.95,0.03,20.0,2108482.7432651953
7,0.95,0.03,30.0,2106386.9491421347
8,0.95,0.03,40.0,2102562.4077534433
9,0.95,0.03,50.0,2103466.8879620624
10,0.75,0.03,40.0,2102805.4180315933
11,0.8,0.03,40.0,2100564.061134425
12,0.85,0.03,40.0,2104218.027479099
13,0.9,0.03,40.0,2105205.554393358
14,0.95,0.03,40.0,2099257.0691959853
