,p_c,p_m,pop_size,Error
0,0.75,0.03,50,2069954.3496954844
1,0.8,0.03,50,2072714.059188194
2,0.85,0.03,50,2069435.5312043487
3,0.9,0.03,50,2069198.4105914768
4,0.95,0.03,50,2067472.1291893248
5,0.95,0.01,30,2075435.7898621082
6,0.95,0.02,30,2074534.9192417427
7,0.95,0.03,30,2068699.9533099306
8,0.95,0.04,30,2070325.6166264398
9,0.95,0.05,30,2069811.2584449984
10,0.95,0.03,10,2075649.9616923353
11,0.95,0.03,20,2069224.7717788252
12,0.95,0.03,30,2071809.6301052799
13,0.95,0.03,40,2070363.6163550236
14,0.95,0.03,50,2068458.2997092432
