,p_c,p_m,pop_size,Error
0,0.95,0.01,50.0,2120015.4603368766
1,0.95,0.02,50.0,2116847.581607252
2,0.95,0.03,50.0,2113010.7339455006
3,0.95,0.04,50.0,2115314.368442902
4,0.95,0.05,50.0,2115151.522728845
5,0.8,0.03,10.0,2123751.9732216005
6,0.8,0.03,20.0,2122339.8949014815
7,0.8,0.03,30.0,2118970.516943635
8,0.8,0.03,40.0,2118010.3281687493
9,0.8,0.03,50.0,2118418.857781603
10,0.75,0.03,40.0,2119060.0414434476
11,0.8,0.03,40.0,2107650.239339442
12,0.85,0.03,40.0,2115663.5966150016
13,0.9,0.03,40.0,2120591.918056441
14,0.95,0.03,40.0,2116008.3611408146
