,p_c,p_m,pop_size,Error
0,0.75,0.03,40,2110113.5715351473
1,0.8,0.03,40,2107177.6912210323
2,0.85,0.03,40,2108581.7871137816
3,0.9,0.03,40,2109757.808833852
4,0.95,0.03,40,2110152.777351424
5,0.8,0.01,20,2112922.619398807
6,0.8,0.02,20,2112875.1383927553
7,0.8,0.03,20,2111463.8853442804
8,0.8,0.04,20,2108468.3450013683
9,0.8,0.05,20,2107585.207272423
10,0.8,0.05,10,2111518.83426358
11,0.8,0.05,20,2109757.7071600864
12,0.8,0.05,30,2102282.165733353
13,0.8,0.05,40,2107880.0642446154
14,0.8,0.05,50,2110840.2008169126
