,p_c,p_m,pop_size,Error
0,0.95,0.01,30,2120145.4469993273
1,0.95,0.02,30,2117242.2626009947
2,0.95,0.03,30,2119490.134733228
3,0.95,0.04,30,2121342.0042862934
4,0.95,0.05,30,2116160.873463442
5,0.75,0.05,40,2115850.05124859
6,0.8,0.05,40,2119072.7552704583
7,0.85,0.05,40,2117221.28238988
8,0.9,0.05,40,2109906.9173014155
9,0.95,0.05,40,2116143.3717688457
10,0.9,0.05,10,2121536.561781685
11,0.9,0.05,20,2120646.015769119
12,0.9,0.05,30,2111003.2844611444
13,0.9,0.05,40,2115325.107284372
14,0.9,0.05,50,2116682.8496476053
