,p_c,p_m,pop_size,Error
0,0.75,0.02,20,2128611.316648456
1,0.8,0.02,20,2133040.5245653214
2,0.85,0.02,20,2132016.332921864
3,0.9,0.02,20,2132911.276877722
4,0.95,0.02,20,2132565.028533792
5,0.75,0.01,20,2130849.3238233137
6,0.75,0.02,20,2128781.66794226
7,0.75,0.03,20,2130443.8945494834
8,0.75,0.04,20,2128842.0097055105
9,0.75,0.05,20,2131104.0342970346
10,0.75,0.02,10,2137998.005713501
11,0.75,0.02,20,2134173.7126210975
12,0.75,0.02,30,2132519.8475416256
13,0.75,0.02,40,2128910.4882185142
14,0.75,0.02,50,2128842.764083582
