,p_c,p_m,pop_size,Error
0,0.8,0.04,10.0,956216.3791397322
1,0.8,0.04,20.0,960478.0110681723
2,0.8,0.04,30.0,957812.6898697679
3,0.8,0.04,40.0,954095.6620312423
4,0.8,0.04,50.0,955418.7573038806
5,0.75,0.01,40.0,956950.50620174
6,0.8,0.01,40.0,958124.2079809475
7,0.85,0.01,40.0,957506.0266797378
8,0.9,0.01,40.0,958329.212560721
9,0.95,0.01,40.0,958882.3981711175
10,0.75,0.01,40.0,957536.2152102368
11,0.75,0.02,40.0,957924.1449797733
12,0.75,0.03,40.0,957430.538785812
13,0.75,0.04,40.0,953286.3350073214
14,0.75,0.05,40.0,954304.725241455
