,p_c,p_m,pop_size,Error
0,0.9,0.01,40,958089.9903239055
1,0.9,0.02,40,956816.2917018852
2,0.9,0.03,40,956419.6731318673
3,0.9,0.04,40,954058.6370156361
4,0.9,0.05,40,956326.5671129671
5,0.75,0.04,50,955540.084731113
6,0.8,0.04,50,957537.2307908827
7,0.85,0.04,50,956981.8471647667
8,0.9,0.04,50,956667.091728948
9,0.95,0.04,50,955355.5423906607
10,0.95,0.04,10,957454.5039912303
11,0.95,0.04,20,958688.979866401
12,0.95,0.04,30,955647.6141436156
13,0.95,0.04,40,958419.8265032065
14,0.95,0.04,50,955135.4951356133
