,p_c,p_m,pop_size,Error
0,0.85,0.01,40,2065911.2472790475
1,0.85,0.02,40,2063032.8166426914
2,0.85,0.03,40,2057038.6176288365
3,0.85,0.04,40,2071374.8249734465
4,0.85,0.05,40,2058098.4367386827
5,0.75,0.03,10,2067114.7334577981
6,0.8,0.03,10,2061658.019789607
7,0.85,0.03,10,2069680.2618504702
8,0.9,0.03,10,2065894.5288402513
9,0.95,0.03,10,2064135.8097681012
10,0.8,0.03,10,2069592.1845598745
11,0.8,0.03,20,2064688.230237803
12,0.8,0.03,30,2070280.8120383027
13,0.8,0.03,40,2059050.8006288905
14,0.8,0.03,50,2063824.619124744
