,p_c,p_m,pop_size,Error
0,0.85,0.01,10,2109115.282086762
1,0.85,0.02,10,2110473.4834648776
2,0.85,0.03,10,2106399.864354383
3,0.85,0.04,10,2105274.911505784
4,0.85,0.05,10,2101788.736368664
5,0.75,0.05,20,2105098.39995115
6,0.8,0.05,20,2103585.620969874
7,0.85,0.05,20,2106703.917944275
8,0.9,0.05,20,2102623.2696473417
9,0.95,0.05,20,2099676.524241208
10,0.95,0.05,10,2107014.8218877204
11,0.95,0.05,20,2106491.990648692
12,0.95,0.05,30,2102362.192538317
13,0.95,0.05,40,2103482.1207715147
14,0.95,0.05,50,2099368.3263468216
