,p_c,p_m,pop_size,Error
0,0.75,0.05,30,953802.4031053953
1,0.8,0.05,30,954622.3295598499
2,0.85,0.05,30,959741.6704208258
3,0.9,0.05,30,955830.0888066363
4,0.95,0.05,30,956312.4091770316
5,0.75,0.01,10,961282.8694223298
6,0.75,0.02,10,956897.9098012903
7,0.75,0.03,10,962039.2519860335
8,0.75,0.04,10,958835.8155408466
9,0.75,0.05,10,962079.5566112068
10,0.75,0.02,10,961543.9705594825
11,0.75,0.02,20,954001.530232006
12,0.75,0.02,30,961882.3073265402
13,0.75,0.02,40,956564.1728510831
14,0.75,0.02,50,954739.4552713182
