,p_c,p_m,pop_size,Error
0,0.75,0.05,10.0,2106754.651148766
1,0.75,0.05,20.0,2103349.756330333
2,0.75,0.05,30.0,2104053.539930691
3,0.75,0.05,40.0,2101995.6874510925
4,0.75,0.05,50.0,2098988.511347664
5,0.85,0.01,50.0,2106266.862496622
6,0.85,0.02,50.0,2103297.5430314657
7,0.85,0.03,50.0,2102342.6608090657
8,0.85,0.04,50.0,2102367.61235591
9,0.85,0.05,50.0,2100700.120046582
10,0.75,0.05,50.0,2097667.7140901056
11,0.8,0.05,50.0,2100057.326491493
12,0.85,0.05,50.0,2094706.6692248604
13,0.9,0.05,50.0,2097743.037476204
14,0.95,0.05,50.0,2091690.0994631744
