,p_c,p_m,pop_size,Error
0,0.75,0.04,10.0,2067938.5575486335
1,0.75,0.04,20.0,2069773.5302418773
2,0.75,0.04,30.0,2067091.5651077423
3,0.75,0.04,40.0,2066496.2367559366
4,0.75,0.04,50.0,2060681.802573664
5,0.75,0.01,50.0,2068176.6510610182
6,0.8,0.01,50.0,2069381.1020280363
7,0.85,0.01,50.0,2058325.4590589486
8,0.9,0.01,50.0,2057874.079249031
9,0.95,0.01,50.0,2068149.0256476915
10,0.9,0.01,50.0,2068842.998295245
11,0.9,0.02,50.0,2068222.0682907503
12,0.9,0.03,50.0,2063686.6554460288
13,0.9,0.04,50.0,2052043.1445847366
14,0.9,0.05,50.0,2056893.79840078
