,p_c,p_m,pop_size,Error
0,0.8,0.01,50.0,2065247.6632689247
1,0.8,0.02,50.0,2068586.65599822
2,0.8,0.03,50.0,2051201.343918939
3,0.8,0.04,50.0,2053350.2893625847
4,0.8,0.05,50.0,2063037.687816485
5,0.95,0.03,10.0,2068457.457972744
6,0.95,0.03,20.0,2061778.5460904078
7,0.95,0.03,30.0,2059445.0019583732
8,0.95,0.03,40.0,2062423.9099984982
9,0.95,0.03,50.0,2062386.382129977
10,0.75,0.03,30.0,2062751.1088414395
11,0.8,0.03,30.0,2064664.147796844
12,0.85,0.03,30.0,2064237.321716201
13,0.9,0.03,30.0,2061205.7480162142
14,0.95,0.03,30.0,2065062.9202450698
