,p_w,p_c,pop_size,Error
0,0.7,1.7,50.0,44692.49973689503
1,0.3,1.7,40.0,49189.737969010646
2,0.9,1.9,30.0,53019.83741177411
3,0.9,1.3,50.0,58953.5161673527
4,0.3,1.7,30.0,91604.4028353322
5,0.9,1.9,10.0,571740.3211890615
6,0.3,1.3,50.0,1206190.2569248185
7,0.5,1.3,50.0,19280.36929339604
8,0.9,1.3,30.0,32573.58695125566
9,0.5,1.3,30.0,40364.29504454551
