,p_c,p_m,pop_size,Error
0,0.9,0.01,50,2116671.8954145466
1,0.9,0.02,50,2119295.622221569
2,0.9,0.03,50,2122526.433765381
3,0.9,0.04,50,2119746.293734965
4,0.9,0.05,50,2117988.16633336
5,0.75,0.01,10,2126385.887717199
6,0.8,0.01,10,2125525.4597485675
7,0.85,0.01,10,2127590.5478937323
8,0.9,0.01,10,2128271.6257375586
9,0.95,0.01,10,2128045.599338967
10,0.8,0.01,10,2129722.6832972607
11,0.8,0.01,20,2128198.267331815
12,0.8,0.01,30,2121724.1070940867
13,0.8,0.01,40,2124332.6102745514
14,0.8,0.01,50,2126662.001301463
