,p_c,p_m,pop_size,Error
0,0.95,0.01,10,1595555.3299897565
1,0.95,0.02,10,1595858.809540432
2,0.95,0.03,10,1594737.3341458556
3,0.95,0.04,10,1593394.7024399897
4,0.95,0.05,10,1593802.9360827922
5,0.75,0.04,10,1593005.187576841
6,0.8,0.04,10,1595588.30757143
7,0.85,0.04,10,1591978.3487198218
8,0.9,0.04,10,1595662.68088398
9,0.95,0.04,10,1590792.7931960442
10,0.95,0.04,10,1595880.6951749576
11,0.95,0.04,20,1578411.645726361
12,0.95,0.04,30,1590854.9479357714
13,0.95,0.04,40,1582740.950397596
14,0.95,0.04,50,1590135.266963536
