,p_c,p_m,pop_size,Error
0,0.8,0.01,10.0,2124418.1094696713
1,0.8,0.02,10.0,2124748.430906763
2,0.8,0.03,10.0,2120336.842507656
3,0.8,0.04,10.0,2117364.2258511228
4,0.8,0.05,10.0,2120405.549892224
5,0.8,0.04,10.0,2124238.0446103998
6,0.8,0.04,20.0,2116141.407376645
7,0.8,0.04,30.0,2115961.187436446
8,0.8,0.04,40.0,2114064.010414232
9,0.8,0.04,50.0,2114529.9286676864
10,0.75,0.04,40.0,2111463.6620789175
11,0.8,0.04,40.0,2110505.2041174476
12,0.85,0.04,40.0,2107995.9684528536
13,0.9,0.04,40.0,2116896.665308644
14,0.95,0.04,40.0,2113268.965227306
