,p_c,p_m,pop_size,Error
0,0.95,0.01,40,2115931.7986203693
1,0.95,0.02,40,2112017.12959443
2,0.95,0.03,40,2112576.8711405303
3,0.95,0.04,40,2115039.793454207
4,0.95,0.05,40,2113628.6954883114
5,0.75,0.02,50,2104684.732565178
6,0.8,0.02,50,2116420.0303316843
7,0.85,0.02,50,2116037.6619706172
8,0.9,0.02,50,2116021.105504441
9,0.95,0.02,50,2110457.205843721
10,0.75,0.02,10,2119239.2930964553
11,0.75,0.02,20,2107661.2136604046
12,0.75,0.02,30,2113013.219440705
13,0.75,0.02,40,2112208.633118178
14,0.75,0.02,50,2112844.7213136395
