,p_c,p_m,pop_size,Error
0,0.85,0.05,40.0,42318.886424017095
1,0.8,0.04,40.0,47871.44013043228
2,0.75,0.04,50.0,51309.9965405901
3,0.85,0.01,50.0,58234.21503034359
4,0.9,0.04,50.0,87911.74601984705
5,0.9,0.03,30.0,559259.6440668022
6,0.75,0.04,40.0,1195553.6925114854
7,0.95,0.02,50.0,17874.435447368454
8,0.85,0.03,50.0,31912.785125990627
9,0.85,0.05,40.0,37608.45791627805
