,p_c,p_m,pop_size,Error
0,0.75,0.01,10.0,2103034.8566660364
1,0.75,0.01,20.0,2105096.3712538676
2,0.75,0.01,30.0,2101370.782164659
3,0.75,0.01,40.0,2099270.1678867056
4,0.75,0.01,50.0,2097056.6792926257
5,0.75,0.03,50.0,2098290.186903985
6,0.8,0.03,50.0,2095129.1259845907
7,0.85,0.03,50.0,2091842.8041908217
8,0.9,0.03,50.0,2097221.8933219654
9,0.95,0.03,50.0,2099303.593487329
10,0.85,0.01,50.0,2091948.7105878568
11,0.85,0.02,50.0,2094769.8704769854
12,0.85,0.03,50.0,2095735.2774073877
13,0.85,0.04,50.0,2094022.4418609554
14,0.85,0.05,50.0,2093734.384868131
