,p_c,p_m,pop_size,Error
0,0.95,0.02,10.0,2073649.316943437
1,0.95,0.02,20.0,2072719.9697392057
2,0.95,0.02,30.0,2069145.3793754908
3,0.95,0.02,40.0,2072538.7405204638
4,0.95,0.02,50.0,2069965.889066252
5,0.75,0.01,30.0,2077358.8361632081
6,0.75,0.02,30.0,2074800.5789856995
7,0.75,0.03,30.0,2073899.1667951928
8,0.75,0.04,30.0,2070266.0430664264
9,0.75,0.05,30.0,2070104.0565615774
10,0.75,0.05,30.0,2068661.9854313114
11,0.8,0.05,30.0,2061943.731626004
12,0.85,0.05,30.0,2065867.7767260254
13,0.9,0.05,30.0,2065594.0969960503
14,0.95,0.05,30.0,2073142.7849083114
