,p_w,p_c,pop_size,Error
0,0.1,1.7,10.0,2116863.5708294604
1,0.3,1.7,10.0,2116966.3534030984
2,0.5,1.7,10.0,2115564.292755185
3,0.7,1.7,10.0,2117222.8150896775
4,0.9,1.7,10.0,2116112.8982910127
5,0.5,1.9,10.0,2115718.218713186
6,0.5,1.9,20.0,2115959.322709814
7,0.5,1.9,30.0,2115681.5747144907
8,0.5,1.9,40.0,2115674.6824331917
9,0.5,1.9,50.0,2116000.9481320526
10,0.5,1.3,40.0,2115262.9966930104
11,0.5,1.5,40.0,2115654.900026407
12,0.5,1.7,40.0,2116456.2439237456
13,0.5,1.9,40.0,2115569.167831197
14,0.5,2.1,40.0,2115491.018817215
