,p_c,p_m,pop_size,Error
0,0.75,0.02,20,1594243.6172710792
1,0.8,0.02,20,1594939.7039519027
2,0.85,0.02,20,1592704.1927630012
3,0.9,0.02,20,1591377.335121042
4,0.95,0.02,20,1591462.3088105556
5,0.9,0.01,30,1594498.344952286
6,0.9,0.02,30,1595022.7761525533
7,0.9,0.03,30,1585757.924455663
8,0.9,0.04,30,1585859.5096277737
9,0.9,0.05,30,1592538.7220425596
10,0.9,0.03,10,1594934.2286841976
11,0.9,0.03,20,1592141.8530259258
12,0.9,0.03,30,1588899.181056869
13,0.9,0.03,40,1595018.4322400945
14,0.9,0.03,50,1591887.2286728967
