,p_c,p_m,pop_size,Error
0,0.85,0.02,10.0,2110538.295357154
1,0.85,0.02,20.0,2113183.5043460545
2,0.85,0.02,30.0,2111635.412569527
3,0.85,0.02,40.0,2109297.151916167
4,0.85,0.02,50.0,2109934.918508151
5,0.8,0.01,40.0,2110847.4831993286
6,0.8,0.02,40.0,2107796.527482457
7,0.8,0.03,40.0,2113454.7747735297
8,0.8,0.04,40.0,2109610.371326494
9,0.8,0.05,40.0,2103981.3043101425
10,0.75,0.05,40.0,2108225.965322276
11,0.8,0.05,40.0,2103935.8470320916
12,0.85,0.05,40.0,2106082.9413253292
13,0.9,0.05,40.0,2103143.8006837256
14,0.95,0.05,40.0,2100432.9944844176
