,p_c,p_m,pop_size,Error
0,0.75,0.02,20,2120261.3223620043
1,0.8,0.02,20,2122762.084321792
2,0.85,0.02,20,2123390.8559708684
3,0.9,0.02,20,2121569.9414878455
4,0.95,0.02,20,2119446.1202336885
5,0.95,0.01,20,2116395.5025763614
6,0.95,0.02,20,2123024.9701707675
7,0.95,0.03,20,2121681.558095466
8,0.95,0.04,20,2123255.717273329
9,0.95,0.05,20,2116067.2801408703
10,0.95,0.05,10,2123817.9181184717
11,0.95,0.05,20,2116220.9677850995
12,0.95,0.05,30,2121290.152947521
13,0.95,0.05,40,2113636.345169865
14,0.95,0.05,50,2119572.6234364444
