,p_c,p_m,pop_size,Error
0,0.8,0.01,40.0,1596868.2212497
1,0.8,0.02,40.0,1590376.1443840212
2,0.8,0.03,40.0,1592633.9380017717
3,0.8,0.04,40.0,1590251.9105031523
4,0.8,0.05,40.0,1589240.3847446248
5,0.75,0.05,10.0,1595203.3929817413
6,0.75,0.05,20.0,1590648.9036351298
7,0.75,0.05,30.0,1590571.737220685
8,0.75,0.05,40.0,1593097.3774184617
9,0.75,0.05,50.0,1590712.6432110704
10,0.75,0.05,30.0,1592426.6168726918
11,0.8,0.05,30.0,1594616.3809801787
12,0.85,0.05,30.0,1590663.9629603513
13,0.9,0.05,30.0,1590794.423910114
14,0.95,0.05,30.0,1584684.6232533639
