,p_w,p_c,pop_size,Error
0,0.1,1.7,30,2120798.2366748797
1,0.3,1.7,30,2120034.6004542564
2,0.5,1.7,30,2120286.160260419
3,0.7,1.7,30,2121897.5269154804
4,0.9,1.7,30,2120539.896274129
5,0.3,1.3,50,2119697.4255307163
6,0.3,1.5,50,2119053.8502638675
7,0.3,1.7,50,2117753.230549182
8,0.3,1.9,50,2117129.245903641
9,0.3,2.1,50,2119652.1147301644
10,0.3,1.9,10,2119514.2685330077
11,0.3,1.9,20,2118482.8960520867
12,0.3,1.9,30,2121772.738179551
13,0.3,1.9,40,2118239.245512611
14,0.3,1.9,50,2118173.0897761947
