,p_c,p_m,pop_size,Error
0,0.75,0.03,10.0,2115673.688444216
1,0.75,0.03,20.0,2118514.795974642
2,0.75,0.03,30.0,2122195.153273319
3,0.75,0.03,40.0,2114964.241255368
4,0.75,0.03,50.0,2115715.2849739017
5,0.75,0.02,40.0,2115321.684551085
6,0.8,0.02,40.0,2116734.3885520124
7,0.85,0.02,40.0,2110634.4543969375
8,0.9,0.02,40.0,2120002.4197480776
9,0.95,0.02,40.0,2120381.1868195604
10,0.85,0.01,40.0,2118757.9820008315
11,0.85,0.02,40.0,2121027.7672957396
12,0.85,0.03,40.0,2116154.05093528
13,0.85,0.04,40.0,2114994.5805505663
14,0.85,0.05,40.0,2114873.8255477953
