,p_c,p_m,pop_size,Error
0,0.85,0.01,20,2109721.1601684117
1,0.85,0.02,20,2105522.0928115984
2,0.85,0.03,20,2107411.723115598
3,0.85,0.04,20,2103472.252340153
4,0.85,0.05,20,2104170.521097892
5,0.75,0.04,30,2106813.6287781405
6,0.8,0.04,30,2104064.341988059
7,0.85,0.04,30,2102045.249855063
8,0.9,0.04,30,2103389.9740387904
9,0.95,0.04,30,2097487.3959583133
10,0.95,0.04,10,2109603.590717563
11,0.95,0.04,20,2102919.929828229
12,0.95,0.04,30,2105281.339540092
13,0.95,0.04,40,2103383.45087565
14,0.95,0.04,50,2094007.706928663
