,p_c,p_m,pop_size,Error
0,0.95,0.01,50,2105193.39403929
1,0.95,0.02,50,2104765.8391272477
2,0.95,0.03,50,2105334.7423779005
3,0.95,0.04,50,2100324.148582061
4,0.95,0.05,50,2103097.441336826
5,0.75,0.04,50,2097828.7820390225
6,0.8,0.04,50,2103646.5620459574
7,0.85,0.04,50,2104591.335856888
8,0.9,0.04,50,2100950.200922005
9,0.95,0.04,50,2100769.6039922987
10,0.75,0.04,10,2111303.4592726626
11,0.75,0.04,20,2103068.0186717785
12,0.75,0.04,30,2098362.3139319117
13,0.75,0.04,40,2106606.465970273
14,0.75,0.04,50,2096588.6802549905
