,p_c,p_m,pop_size,Error
0,0.85,0.01,10,2129627.1120887203
1,0.85,0.02,10,2127474.1605410106
2,0.85,0.03,10,2128707.021759056
3,0.85,0.04,10,2130877.020814764
4,0.85,0.05,10,2131308.4507863163
5,0.75,0.02,40,2128655.8937638183
6,0.8,0.02,40,2125400.246067367
7,0.85,0.02,40,2120637.751120391
8,0.9,0.02,40,2129540.90556397
9,0.95,0.02,40,2125542.504679399
10,0.85,0.02,10,2133584.7674412294
11,0.85,0.02,20,2123988.3036783203
12,0.85,0.02,30,2125538.437077
13,0.85,0.02,40,2118405.642463656
14,0.85,0.02,50,2120232.819387889
