,p_c,p_m,pop_size,Error
0,0.85,0.01,10.0,2136822.9334560097
1,0.85,0.02,10.0,2136013.4432706772
2,0.85,0.03,10.0,2136676.8000265546
3,0.85,0.04,10.0,2135943.843692716
4,0.85,0.05,10.0,2135983.8013198506
5,0.85,0.04,10.0,2130522.524704555
6,0.85,0.04,20.0,2129195.1060220366
7,0.85,0.04,30.0,2125168.2412498007
8,0.85,0.04,40.0,2127162.067017645
9,0.85,0.04,50.0,2128104.536547088
10,0.75,0.04,30.0,2133255.679739994
11,0.8,0.04,30.0,2135232.249260242
12,0.85,0.04,30.0,2131233.126803392
13,0.9,0.04,30.0,2129354.0165932514
14,0.95,0.04,30.0,2132615.892232013
