,p_w,p_c,pop_size,Error
0,0.1,2.1,10.0,2119185.5077686924
1,0.3,2.1,10.0,2118972.3190601976
2,0.5,2.1,10.0,2119428.2870715535
3,0.7,2.1,10.0,2119561.5559236184
4,0.9,2.1,10.0,2119463.6095278296
5,0.3,1.5,10.0,2120353.4359611645
6,0.3,1.5,20.0,2120191.4490994383
7,0.3,1.5,30.0,2119740.7036492964
8,0.3,1.5,40.0,2118919.3800502475
9,0.3,1.5,50.0,2119348.427239398
10,0.3,1.3,40.0,2119774.5538568194
11,0.3,1.5,40.0,2118937.6799720633
12,0.3,1.7,40.0,2118725.5185152534
13,0.3,1.9,40.0,2118944.651387288
14,0.3,2.1,40.0,2118860.1209725426
