,p_c,p_m,pop_size,Error
0,0.9,0.01,20,2073948.9239231043
1,0.9,0.02,20,2073201.7206714859
2,0.9,0.03,20,2070076.11497703
3,0.9,0.04,20,2072292.472022767
4,0.9,0.05,20,2070626.2793631211
5,0.75,0.03,50,2073155.3488950466
6,0.8,0.03,50,2070304.7957907438
7,0.85,0.03,50,2072308.925522854
8,0.9,0.03,50,2070913.121689981
9,0.95,0.03,50,2068725.0787313303
10,0.95,0.03,10,2075448.5191785952
11,0.95,0.03,20,2070363.3565595893
12,0.95,0.03,30,2065018.9063295557
13,0.95,0.03,40,2073033.9301174402
14,0.95,0.03,50,2069817.0321388869
