,p_c,p_m,pop_size,Error
0,0.8,0.01,50,2112206.5011990056
1,0.8,0.02,50,2110696.30425121
2,0.8,0.03,50,2106840.9732453404
3,0.8,0.04,50,2106049.107335232
4,0.8,0.05,50,2111263.13322813
5,0.75,0.04,50,2110222.935774579
6,0.8,0.04,50,2112599.839822392
7,0.85,0.04,50,2109315.205291559
8,0.9,0.04,50,2100150.3790808343
9,0.95,0.04,50,2108156.9076749175
10,0.9,0.04,10,2112787.287320614
11,0.9,0.04,20,2113878.7119309586
12,0.9,0.04,30,2110202.6365170223
13,0.9,0.04,40,2105244.0701125436
14,0.9,0.04,50,2109074.0775170336
