,p_c,p_m,pop_size,Error
0,0.9,0.01,20,2109513.1334909513
1,0.9,0.02,20,2107367.448847629
2,0.9,0.03,20,2109974.637424458
3,0.9,0.04,20,2103357.6814807463
4,0.9,0.05,20,2107992.7988938903
5,0.75,0.04,20,2100994.399672517
6,0.8,0.04,20,2105013.420523852
7,0.85,0.04,20,2107377.339936681
8,0.9,0.04,20,2109019.9063368817
9,0.95,0.04,20,2106222.20879603
10,0.75,0.04,10,2110165.3498928975
11,0.75,0.04,20,2108204.5125664454
12,0.75,0.04,30,2106203.975679457
13,0.75,0.04,40,2102796.705930059
14,0.75,0.04,50,2112046.9562134687
