,p_c,p_m,pop_size,Error
0,0.8,0.01,30,961369.3982817667
1,0.8,0.02,30,957163.0657628474
2,0.8,0.03,30,958999.0672538801
3,0.8,0.04,30,958931.34340247
4,0.8,0.05,30,952623.8105703143
5,0.75,0.05,10,956709.6045261838
6,0.8,0.05,10,956808.195945448
7,0.85,0.05,10,960463.7577699686
8,0.9,0.05,10,958527.74624527
9,0.95,0.05,10,951182.6865297179
10,0.95,0.05,10,957781.9265540974
11,0.95,0.05,20,957567.5708160736
12,0.95,0.05,30,954898.1351718905
13,0.95,0.05,40,954786.1877889142
14,0.95,0.05,50,954363.6432985424
