,p_w,p_c,pop_size,Error
0,0.5,1.3,20.0,44867.59718326947
1,0.5,1.7,50.0,49284.02126588853
2,0.5,1.3,40.0,52923.34939514882
3,0.5,2.1,50.0,58833.6150326849
4,0.1,1.5,30.0,91680.43801905825
5,0.9,1.5,30.0,572312.9696574914
6,0.3,1.7,50.0,1206815.5405505174
7,0.7,1.9,30.0,19165.1309352564
8,0.7,1.9,50.0,32579.70375094466
9,0.5,1.7,50.0,40397.97091252905
