,p_w,p_c,pop_size,Error
0,0.1,1.9,20.0,2076821.2236894132
1,0.3,1.9,20.0,2076164.496837417
2,0.5,1.9,20.0,2076521.0819904855
3,0.7,1.9,20.0,2077334.248749327
4,0.9,1.9,20.0,2076652.0670353973
5,0.3,2.1,10.0,2077321.8548691603
6,0.3,2.1,20.0,2076288.5461175775
7,0.3,2.1,30.0,2075982.3270355095
8,0.3,2.1,40.0,2076205.3818020502
9,0.3,2.1,50.0,2076170.4356702713
10,0.3,1.3,30.0,2076455.632521611
11,0.3,1.5,30.0,2076631.5698208204
12,0.3,1.7,30.0,2076263.117276815
13,0.3,1.9,30.0,2076414.633416246
14,0.3,2.1,30.0,2077096.638869935
