,p_c,p_m,pop_size,Error
0,0.8,0.03,40.0,44118.890409731845
1,0.85,0.05,30.0,48566.61683038868
2,0.75,0.04,50.0,51575.66620011912
3,0.95,0.03,40.0,58363.37898871874
4,0.8,0.05,30.0,90709.79591991287
5,0.95,0.05,30.0,570619.6680438078
6,0.95,0.05,50.0,1201775.3455898985
7,0.95,0.04,20.0,18951.156634841507
8,0.9,0.04,30.0,32041.82915830832
9,0.85,0.03,50.0,39611.33480819493
