,p_c,p_m,pop_size,Error
0,0.95,0.01,50,2127328.6551161357
1,0.95,0.02,50,2121377.114859306
2,0.95,0.03,50,2125590.8332330436
3,0.95,0.04,50,2121608.925083837
4,0.95,0.05,50,2119453.558798744
5,0.75,0.05,50,2124594.736336351
6,0.8,0.05,50,2116436.1467191796
7,0.85,0.05,50,2117970.823788859
8,0.9,0.05,50,2118975.2582036885
9,0.95,0.05,50,2119097.126906364
10,0.8,0.05,10,2124145.4091967028
11,0.8,0.05,20,2122345.850233998
12,0.8,0.05,30,2121641.267862065
13,0.8,0.05,40,2117102.3150624284
14,0.8,0.05,50,2118703.3416393306
