,p_c,p_m,pop_size,Error
0,0.8,0.01,50.0,2076148.8714741382
1,0.8,0.02,50.0,2069883.9332557467
2,0.8,0.03,50.0,2070834.5751005625
3,0.8,0.04,50.0,2069596.0939049271
4,0.8,0.05,50.0,2067244.5980822903
5,0.85,0.05,10.0,2074453.9901250289
6,0.85,0.05,20.0,2072311.7496920263
7,0.85,0.05,30.0,2065223.8800941736
8,0.85,0.05,40.0,2069694.3007047884
9,0.85,0.05,50.0,2071424.0568389688
10,0.75,0.05,30.0,2069352.4213578904
11,0.8,0.05,30.0,2066573.5091962805
12,0.85,0.05,30.0,2074642.0724233955
13,0.9,0.05,30.0,2071567.3653074335
14,0.95,0.05,30.0,2072487.6269850621
