,p_c,p_m,pop_size,Error
0,0.9,0.01,40,2145326.008703458
1,0.9,0.02,40,2143751.3072509374
2,0.9,0.03,40,2142295.972004417
3,0.9,0.04,40,2144598.5459465017
4,0.9,0.05,40,2143697.624106087
5,0.75,0.03,50,2144454.3190487917
6,0.8,0.03,50,2140631.0443809316
7,0.85,0.03,50,2145826.279154131
8,0.9,0.03,50,2144385.210485042
9,0.95,0.03,50,2145055.6470507067
10,0.8,0.03,10,2149056.6425570007
11,0.8,0.03,20,2146672.9590437063
12,0.8,0.03,30,2142013.919489132
13,0.8,0.03,40,2142897.7410945497
14,0.8,0.03,50,2143273.4544954053
