,p_c,p_m,pop_size,Error
0,0.8,0.03,10.0,2118855.2717816792
1,0.8,0.03,20.0,2116781.425683192
2,0.8,0.03,30.0,2112394.33203988
3,0.8,0.03,40.0,2110722.921998545
4,0.8,0.03,50.0,2112292.8682200424
5,0.75,0.03,40.0,2114303.7650404796
6,0.8,0.03,40.0,2114831.226982332
7,0.85,0.03,40.0,2109710.76782796
8,0.9,0.03,40.0,2112113.68439879
9,0.95,0.03,40.0,2111266.289796105
10,0.85,0.01,40.0,2118719.074100879
11,0.85,0.02,40.0,2114878.1515779067
12,0.85,0.03,40.0,2113226.2767154644
13,0.85,0.04,40.0,2113263.135811862
14,0.85,0.05,40.0,2108652.116518528
