,p_c,p_m,pop_size,Error
0,0.75,0.03,20,2117963.3963501896
1,0.8,0.03,20,2114369.2705823416
2,0.85,0.03,20,2111056.1224674857
3,0.9,0.03,20,2115810.353531885
4,0.95,0.03,20,2117436.497012985
5,0.85,0.01,30,2118512.934818216
6,0.85,0.02,30,2111949.1668686746
7,0.85,0.03,30,2115082.78483517
8,0.85,0.04,30,2110757.225670822
9,0.85,0.05,30,2117644.585128525
10,0.85,0.04,10,2118915.2309939456
11,0.85,0.04,20,2118172.763274613
12,0.85,0.04,30,2116784.8311322657
13,0.85,0.04,40,2109415.3787154476
14,0.85,0.04,50,2112837.6168852523
