,p_w,p_c,pop_size,Error
0,0.1,2.1,50.0,1596575.660696527
1,0.3,2.1,50.0,1596602.9610788352
2,0.5,2.1,50.0,1596464.5611180821
3,0.7,2.1,50.0,1596550.3861097076
4,0.9,2.1,50.0,1596107.7590109382
5,0.9,1.3,10.0,1596789.2808222817
6,0.9,1.3,20.0,1596701.5607385733
7,0.9,1.3,30.0,1596212.1317659419
8,0.9,1.3,40.0,1597032.6532483965
9,0.9,1.3,50.0,1596498.5380849026
10,0.9,1.3,30.0,1597050.9658170624
11,0.9,1.5,30.0,1596376.315528148
12,0.9,1.7,30.0,1596770.4928215598
13,0.9,1.9,30.0,1596749.0648231744
14,0.9,2.1,30.0,1597036.1562147802
